Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
24,Dominik Greif,sk SVK,GK,26.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mallorca,
25,Marcos Fernández Cózar,es ESP,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
26,Pere Joan,es ESP,GK,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
27,Yuzún Ley,es ESP,DF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
28,David López,es ESP,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
29,Daniel Luna,co COL,MF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
30,Pau Mascaró,es ESP,FW,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
31,Miguelito,es ESP,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
32,Alex Quevedo,es ESP,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
33,Rubén Quintanilla,es ESP,MF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mallorca,
34,Squad Total,,,28.7,38.0,418,3420.0,38.0,33.0,27.0,60.0,32.0,1.0,3.0,105.0,4.0,40.5,38.2,30.8,69.0,498.0,1174.0,1155.0,0.87,0.71,1.58,0.84,1.55,1.06,0.81,1.87,1.01,1.81,,Mallorca,
35,Opponent Total,,,27.0,38.0,418,3420.0,38.0,43.0,29.0,72.0,39.0,4.0,5.0,53.0,1.0,42.9,39.0,28.5,67.5,663.0,1399.0,1386.0,1.13,0.76,1.89,1.03,1.79,1.13,0.75,1.88,1.03,1.78,,Mallorca,
0,Unai Simón,es ESP,GK,26.0,36.0,36,3182.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
1,Iñaki Williams,gh GHA,FW,29.0,34.0,32,2844.0,31.6,12.0,3.0,15.0,12.0,0.0,0.0,4.0,0.0,9.4,9.4,6.3,15.8,114.0,78.0,333.0,0.38,0.09,0.47,0.38,0.47,0.3,0.2,0.5,0.3,0.5,Matches,merged_,
2,Daniel Vivian,es ESP,DF,24.0,33.0,31,2878.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,merged_,
3,Aitor Paredes,es ESP,DF,23.0,34.0,31,2704.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,merged_,
4,Gorka Guruzeta,es ESP,FW,26.0,32.0,30,2217.0,24.6,14.0,5.0,19.0,14.0,0.0,1.0,2.0,0.0,11.6,10.8,2.4,13.2,18.0,55.0,102.0,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54,Matches,merged_,
5,Nico Williams,es ESP,FW,21.0,31.0,29,2263.0,25.1,5.0,11.0,16.0,5.0,0.0,0.0,6.0,1.0,6.0,6.0,5.7,11.7,143.0,66.0,302.0,0.2,0.44,0.64,0.2,0.64,0.24,0.22,0.46,0.24,0.46,Matches,merged_,
6,Óscar de Marcos,es ESP,DF,34.0,28.0,26,2258.0,25.1,1.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,3.1,3.7,51.0,143.0,125.0,0.04,0.2,0.24,0.04,0.24,0.03,0.12,0.15,0.03,0.15,Matches,merged_,
7,Iñigo Ruiz de Galarreta,es ESP,MF,29.0,29.0,25,2091.0,23.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,2.3,2.6,26.0,147.0,36.0,0.04,0.04,0.09,0.04,0.09,0.01,0.1,0.11,0.01,0.11,Matches,merged_,
8,Oihan Sancet,es ESP,MF,23.0,30.0,25,1975.0,21.9,4.0,5.0,9.0,4.0,0.0,1.0,5.0,2.0,6.3,5.5,4.7,10.2,76.0,121.0,157.0,0.18,0.23,0.41,0.18,0.41,0.29,0.21,0.5,0.25,0.47,Matches,merged_,
9,Iñigo Lekue,es ESP,DF,30.0,27.0,22,2002.0,22.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.1,1.2,44.0,119.0,35.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,Matches,merged_,
10,Yuri Berchiche,es ESP,DF,33.0,27.0,22,1930.0,21.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.9,0.7,1.6,2.4,36.0,132.0,77.0,0.14,0.05,0.19,0.14,0.19,0.04,0.08,0.12,0.03,0.11,Matches,merged_,
11,Mikel Vesga,es ESP,MF,30.0,27.0,18,1534.0,17.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,2.7,1.1,1.2,2.3,10.0,88.0,29.0,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14,Matches,merged_,
12,Beñat Prados,es ESP,"MF,DF",22.0,26.0,16,1449.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,23.0,87.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,merged_,
13,Álex Berenguer,es ESP,FW,28.0,35.0,15,1592.0,17.7,7.0,3.0,10.0,6.0,1.0,1.0,4.0,0.0,5.2,4.4,3.7,8.1,61.0,30.0,143.0,0.4,0.17,0.57,0.34,0.51,0.29,0.21,0.5,0.25,0.46,Matches,merged_,
14,Yeray Álvarez,es ESP,DF,28.0,19.0,14,1152.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.4,13.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,merged_,
15,Ander Herrera,es ESP,MF,33.0,23.0,10,1030.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,11.0,94.0,17.0,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17,Matches,merged_,
16,Unai Gómez,es ESP,MF,20.0,25.0,9,875.0,9.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.7,2.1,20.0,28.0,48.0,0.21,0.0,0.21,0.21,0.21,0.15,0.07,0.22,0.15,0.22,Matches,merged_,
17,Dani García,es ESP,MF,33.0,17.0,7,745.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.2,1.0,3.0,36.0,4.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12,Matches,merged_,
18,Iker Muniain,es ESP,"MF,FW",30.0,20.0,5,594.0,6.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.4,2.2,18.0,43.0,50.0,0.3,0.0,0.3,0.3,0.3,0.26,0.06,0.33,0.26,0.33,Matches,merged_,
19,Imanol,es ESP,DF,23.0,9.0,5,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,13.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,Matches,merged_,
20,Asier Villalibre,es ESP,FW,25.0,18.0,4,513.0,5.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,1.0,2.7,6.0,10.0,29.0,0.35,0.18,0.53,0.35,0.53,0.3,0.17,0.47,0.3,0.47,Matches,merged_,
21,Adu Ares,es ESP,FW,21.0,12.0,2,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,13.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,merged_,
22,Julen Agirrezabala,es ESP,GK,22.0,4.0,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
23,Raúl García,es ESP,"FW,MF",37.0,20.0,1,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,4.0,19.0,15.0,0.21,0.0,0.21,0.21,0.21,0.2,0.0,0.2,0.2,0.2,Matches,merged_,
24,Mikel Jauregizar,es ESP,MF,19.0,7.0,1,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Matches,merged_,
25,Peru Nolaskoain,es ESP,"DF,MF",24.0,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
26,Aingeru Olabarrieta,es ESP,FW,17.0,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,merged_,
27,Unai Eguíluz,es ESP,DF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
28,Javi Martón,es ESP,FW,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
29,Alex Padilla,es ESP,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
30,Hugo Rincón,es ESP,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
31,Squad Total,,,27.3,38.0,418,3420.0,38.0,59.0,41.0,100.0,56.0,3.0,5.0,80.0,5.0,52.7,48.7,37.0,85.8,735.0,1610.0,1596.0,1.55,1.08,2.63,1.47,2.55,1.39,0.97,2.36,1.28,2.26,,merged_,
32,Opponent Total,,,26.9,38.0,418,3420.0,38.0,33.0,27.0,60.0,32.0,1.0,5.0,82.0,3.0,41.3,37.5,32.0,69.5,521.0,1298.0,1281.0,0.87,0.71,1.58,0.84,1.55,1.09,0.84,1.93,0.99,1.83,,merged_,
0,Antonio Sivera,es ESP,GK,26.0,34.0,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
1,Jon Guridi,es ESP,MF,28.0,36.0,34,2678.0,29.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,Matches,merged_,
2,Ander Guevara,es ESP,MF,26.0,37.0,33,2932.0,32.6,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.5,53.0,187.0,37.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches,merged_,
3,Andoni Gorosabel,es ESP,DF,26.0,36.0,33,2854.0,31.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,Matches,merged_,
4,Luis Rioja,es ESP,"FW,MF",29.0,37.0,31,2498.0,27.8,5.0,4.0,9.0,2.0,3.0,4.0,4.0,0.0,6.1,3.0,3.9,6.9,70.0,77.0,173.0,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25,Matches,merged_,
5,Antonio Blanco,es ESP,MF,23.0,33.0,29,2426.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,1.2,2.1,20.0,133.0,22.0,0.0,0.04,0.04,0.0,0.04,0.03,0.05,0.08,0.03,0.08,Matches,merged_,
6,Rafa Marín,es ESP,DF,21.0,33.0,27,2443.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.3,1.0,13.0,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,merged_,
7,Abdel Abqar,ma MAR,DF,24.0,27.0,27,2312.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,0.2,0.6,7.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,merged_,
8,Javi López,es ESP,DF,21.0,32.0,25,2386.0,26.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,3.0,4.0,53.0,92.0,120.0,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15,Matches,merged_,
9,Samu Omorodion,es ESP,FW,19.0,34.0,21,1918.0,21.3,8.0,1.0,9.0,8.0,0.0,0.0,6.0,0.0,10.8,10.8,1.3,12.0,30.0,18.0,100.0,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56,Matches,merged_,
10,Rubén Duarte,es ESP,DF,27.0,28.0,21,1878.0,20.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,1.5,2.2,16.0,81.0,39.0,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,Matches,merged_,
11,Kiké,es ESP,"FW,MF",33.0,33.0,15,1423.0,15.8,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,Matches,merged_,
12,Alex Sola,es ESP,"FW,MF",24.0,29.0,14,1262.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,2.3,3.9,40.0,42.0,103.0,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28,Matches,merged_,
13,Carlos Vicente,es ESP,FW,24.0,18.0,12,1114.0,12.4,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.3,2.3,3.7,6.0,23.0,23.0,82.0,0.16,0.32,0.48,0.16,0.48,0.19,0.3,0.49,0.19,0.49,Matches,merged_,
14,Nahuel Tenaglia,ar ARG,DF,27.0,25.0,11,1141.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,0.5,1.2,17.0,45.0,24.0,0.08,0.0,0.08,0.08,0.08,0.05,0.04,0.09,0.05,0.09,Matches,merged_,
15,Aleksandar Sedlar,rs SRB,DF,31.0,11.0,11,946.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Matches,merged_,
16,Carlos Benavídez,uy URU,MF,25.0,29.0,10,1136.0,12.6,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,0.5,1.5,9.0,60.0,5.0,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12,Matches,merged_,
17,Ianis Hagi,ro ROU,"MF,FW",24.0,22.0,8,804.0,8.9,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.8,2.0,2.0,4.0,17.0,32.0,58.0,0.0,0.22,0.22,0.0,0.22,0.31,0.22,0.53,0.22,0.44,Matches,merged_,
18,Abderrahman Rebbach,dz ALG,"FW,MF",24.0,23.0,6,722.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,34.0,14.0,78.0,0.12,0.0,0.12,0.12,0.12,0.1,0.22,0.33,0.1,0.33,Matches,merged_,
19,Giuliano Simeone,ar ARG,FW,20.0,14.0,6,630.0,7.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,2.4,1.6,2.0,3.6,25.0,24.0,47.0,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,Matches,merged_,
20,Jesús Owono,gq EQG,GK,22.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
21,Xeber,es ESP,"FW,MF",26.0,10.0,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches,merged_,
22,Joaquín Panichelli,ar ARG,"FW,MF",20.0,8.0,2,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.26,0.22,0.26,Matches,merged_,
23,Miguel,es ESP,"FW,MF",23.0,3.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,merged_,
24,Mamadou Sylla,sn SEN,"FW,MF",29.0,2.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
25,Jon Karrikaburu,es ESP,"MF,FW",20.0,2.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
26,Eneko Ortiz,es ESP,DF,20.0,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
27,Tomás Mendes,es ESP,MF,18.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
28,Unai Ropero,es ESP,MF,21.0,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
29,Victor Parada,es ESP,"FW,MF",21.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
30,Selu Diallo,es ESP,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
31,George Gagua,ge GEO,FW,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
32,Álvaro García,es ESP,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
33,Gaizka García,es ESP,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
34,Joseda,es ESP,DF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
35,Nikola Maraš,rs SRB,DF,27.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
36,Rubén Montero,es ESP,GK,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
37,Egoitz Muñoz,es ESP,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
38,Adrian Rodriguez,es ESP,GK,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
39,Ander Sánchez,es ESP,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
40,Squad Total,,,25.6,38.0,418,3420.0,38.0,33.0,28.0,61.0,30.0,3.0,7.0,84.0,1.0,46.2,40.7,32.4,73.0,550.0,1260.0,1252.0,0.87,0.74,1.61,0.79,1.53,1.22,0.85,2.07,1.07,1.92,,merged_,
41,Opponent Total,,,27.2,38.0,418,3420.0,38.0,44.0,29.0,73.0,36.0,8.0,8.0,102.0,7.0,44.7,38.5,29.8,68.3,744.0,1502.0,1487.0,1.16,0.76,1.92,0.95,1.71,1.18,0.78,1.96,1.01,1.8,,merged_,
0,Luís Maximiano,pt POR,GK,24.0,33.0,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
1,Édgar González,es ESP,"DF,MF",26.0,31.0,30,2522.0,28.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,2.3,2.3,0.3,2.6,6.0,72.0,6.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,merged_,
2,Adri Embarba,es ESP,"FW,MF",31.0,36.0,29,2476.0,27.5,3.0,2.0,5.0,2.0,1.0,1.0,5.0,0.0,4.3,3.5,4.4,8.0,94.0,58.0,167.0,0.11,0.07,0.18,0.07,0.15,0.16,0.16,0.32,0.13,0.29,Matches,merged_,
3,Lucas Robertone,ar ARG,MF,26.0,33.0,29,2381.0,26.5,0.0,5.0,5.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,2.5,3.5,31.0,128.0,37.0,0.0,0.19,0.19,0.0,0.19,0.04,0.1,0.13,0.04,0.13,Matches,merged_,
4,Chumi,es ESP,DF,24.0,31.0,26,2434.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.4,2.4,11.0,68.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,Matches,merged_,
5,Dion Lopy,sn SEN,MF,21.0,30.0,23,1916.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.2,2.4,23.0,90.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,merged_,
6,Sergio Arribas,es ESP,"MF,FW",21.0,34.0,22,2047.0,22.7,9.0,4.0,13.0,9.0,0.0,0.0,1.0,0.0,8.6,8.6,3.7,12.2,56.0,81.0,94.0,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,Matches,merged_,
7,Marc Pubill,es ESP,DF,20.0,23.0,22,1883.0,20.9,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,1.5,2.2,59.0,36.0,85.0,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,Matches,merged_,
8,Léo Baptistão,br BRA,FW,30.0,32.0,22,1837.0,20.4,6.0,0.0,6.0,6.0,0.0,0.0,6.0,1.0,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,Matches,merged_,
9,César Montes,mx MEX,DF,26.0,21.0,21,1788.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.2,0.9,7.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,merged_,
10,Sergio Akieme,es ESP,DF,25.0,19.0,19,1675.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,2.2,3.3,27.0,28.0,72.0,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,Matches,merged_,
11,Largie Ramazani,be BEL,"FW,MF",22.0,29.0,16,1555.0,17.3,3.0,5.0,8.0,3.0,0.0,0.0,11.0,2.0,4.7,4.7,5.7,10.5,59.0,42.0,104.0,0.17,0.29,0.46,0.17,0.46,0.27,0.33,0.6,0.27,0.6,Matches,merged_,
12,Iddrisu Baba,gh GHA,MF,27.0,25.0,14,1430.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.3,1.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,merged_,
13,Jonathan Viera,es ESP,MF,33.0,12.0,12,912.0,10.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.3,1.3,2.7,3.9,35.0,68.0,29.0,0.0,0.3,0.3,0.0,0.3,0.13,0.26,0.39,0.13,0.39,Matches,merged_,
14,Álex Centelles,es ESP,DF,25.0,14.0,11,980.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6,1.6,16.0,31.0,53.0,0.0,0.09,0.09,0.0,0.09,0.0,0.14,0.15,0.0,0.15,Matches,merged_,
15,Gonzalo Melero,es ESP,"MF,FW",29.0,28.0,10,1103.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.2,3.2,23.0,49.0,33.0,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26,Matches,merged_,
16,Luis Javier Suárez,co COL,FW,25.0,15.0,10,917.0,10.2,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,6.5,5.7,0.6,6.3,30.0,15.0,53.0,0.59,0.0,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,Matches,merged_,
17,Anthony Lozano,hn HON,FW,30.0,13.0,10,772.0,8.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,0.7,4.0,12.0,16.0,24.0,0.35,0.0,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46,Matches,merged_,
