Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
22,Manu Sánche,es ESP,DF,19,,1,49,0.5,0,1,1,0,0,0,0,0,0,0,0.4,0.4,1,1,2,0,1.84,1.84,0,1.84,0,0.73,0.73,0,0.73,Matches,merged_,1
23,Moussa Dembél,fr FRA,FW,24,,0,100,1.1,0,0,0,0,0,0,0,0,1,1,0,1,4,1,12,0,0,0,0,0,0.92,0.02,0.94,0.92,0.94,Matches,merged_,5
24,Ricard Sánche,es ESP,DF,20,,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches,merged_,1
25,Sergio Camello,es ESP,FW,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
26,�scar Castro,es ESP,MF,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
27,�lvaro Garc�a,es ESP,DF,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
28,Ivo Grbi�,hr CRO,GK,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
29,Victor Mollejo,es ESP,"FW,MF",19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
30,Toni Moya,es ESP,MF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
31,Nehuén Pér,ar ARG,DF,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
32,San Romá,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
33,Juan Sanabria,uy URU,"DF,MF",20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
34,Ivan Šaponji,rs SRB,FW,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Mario Soriano,es ESP,MF,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Germán Valer,es ESP,"FW,MF",18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
37,Squad Total,,,27.3,,418,3420,38,65,54,119,60,5,7,100,0,52.8,47.2,40.6,87.8,694,1604,1598,1.71,1.42,3.13,1.58,3,1.39,1.07,2.46,1.24,2.31,,merged_,38
38,Opponent Total,,,27.5,,418,3420,38,22,15,37,21,1,4,59,3,37.1,34,27.7,61.7,557,1394,1371,0.58,0.39,0.97,0.55,0.95,0.98,0.73,1.71,0.89,1.62,,merged_,38
0,Jens Jønsso,dk DEN,MF,27,,33,2615,29.1,0,0,0,0,0,0,6,0,0.9,0.9,1.7,2.6,12,58,13,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09,Matches,merged_,35
1,Jeremías Ledesm,ar ARG,GK,27,,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,32
2,Alfonso Espino,uy URU,DF,28,,31,2601,28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31,63,59,0,0.1,0.1,0,0.1,0.01,0.05,0.06,0.01,0.06,Matches,merged_,32
3,Isaac Carcelen,es ESP,DF,27,,31,2581,28.7,0,1,1,0,0,0,3,0,0.5,0.5,1.1,1.6,31,92,43,0,0.03,0.03,0,0.03,0.02,0.04,0.05,0.02,0.05,Matches,merged_,32
4,Fali,es ESP,"DF,MF",26,,29,2637,29.3,0,0,0,0,0,0,11,0,0.7,0.7,0.6,1.3,10,68,12,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,merged_,34
5,�lvaro Negredo,es ESP,FW,34,,29,2198,24.4,8,4,12,8,0,0,5,1,5.7,5.7,3.9,9.6,18,44,69,0.33,0.16,0.49,0.33,0.49,0.23,0.16,0.39,0.23,0.39,Matches,merged_,35
6,Cala,es ESP,DF,30,,26,2272,25.2,3,0,3,3,0,0,8,0,1.9,1.9,0.2,2.1,3,47,2,0.12,0,0.12,0.12,0.12,0.08,0.01,0.08,0.08,0.08,Matches,merged_,28
7,Salvi,es ESP,"MF,FW",29,,25,1933,21.5,2,0,2,2,0,0,5,0,2,2,1.5,3.5,51,29,131,0.09,0,0.09,0.09,0.09,0.09,0.07,0.16,0.09,0.16,Matches,merged_,28
8,Marcos Mauro López Gutiérr,ar ARG,DF,29,,22,1825,20.3,2,0,2,2,0,0,2,1,1.5,1.5,0,1.5,2,13,0,0.1,0,0.1,0.1,0.1,0.07,0,0.08,0.07,0.08,Matches,merged_,24
9,�lex Fern�ndez,es ESP,MF,27,,21,1946,21.6,4,1,5,2,2,2,1,0,3.3,1.8,1.5,3.2,26,104,43,0.18,0.05,0.23,0.09,0.14,0.15,0.07,0.22,0.08,0.15,Matches,merged_,25
10,Anthony Lozano,hn HON,FW,27,,18,1523,16.9,3,1,4,3,0,0,5,0,5.7,5.7,0.8,6.4,33,39,72,0.18,0.06,0.24,0.18,0.24,0.33,0.05,0.38,0.33,0.38,Matches,merged_,29
11,José Mar,es ESP,MF,32,,18,1451,16.1,1,0,1,0,1,1,5,0,1.2,0.4,0.5,1,8,38,10,0.06,0,0.06,0,0,0.08,0.03,0.11,0.03,0.06,Matches,merged_,22
12,Alberto Perea,es ESP,MF,29,,16,1549,17.2,2,3,5,2,0,0,0,0,1.8,1.8,2.5,4.3,61,51,74,0.12,0.17,0.29,0.12,0.29,0.1,0.15,0.25,0.1,0.25,Matches,merged_,27
13,Jairo Izquierdo,es ESP,"MF,DF",26,,11,1277,14.2,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,33,28,57,0.07,0,0.07,0.07,0.07,0.05,0.06,0.11,0.05,0.11,Matches,merged_,30
14,Rubén Sobrin,es ESP,"FW,MF",28,,11,1113,12.4,1,0,1,1,0,0,3,0,2,2,1,3,21,30,39,0.08,0,0.08,0.08,0.08,0.16,0.08,0.24,0.16,0.24,Matches,merged_,16
15,Carlos Akapo,gq EQG,DF,27,,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12,15,15,0.1,0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches,merged_,13
16,Pedro Alcal�,es ESP,DF,31,,8,909,10.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,1,11,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,merged_,13
17,Filip Malbaši,rs SRB,"FW,MF",27,,8,860,9.6,0,1,1,0,0,0,2,0,0.8,0.8,0.7,1.5,19,18,41,0,0.1,0.1,0,0.1,0.08,0.08,0.16,0.08,0.16,Matches,merged_,28
18,Jon Ander Garrido,es ESP,MF,30,,7,800,8.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0,22,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,merged_,23
19,Iván Alej,es ESP,"MF,FW",25,,6,827,9.2,1,1,2,1,0,0,5,0,1.1,1.1,0.8,1.9,46,13,79,0.11,0.11,0.22,0.11,0.22,0.12,0.09,0.21,0.12,0.21,Matches,merged_,22
20,Jorge Pombo,es ESP,"FW,MF",26,,5,523,5.8,1,0,1,1,0,0,1,0,1.1,1.1,0.6,1.7,18,27,28,0.17,0,0.17,0.17,0.17,0.19,0.1,0.29,0.19,0.29,Matches,merged_,12
21,Augusto Fernánde,ar ARG,MF,34,,4,369,4.1,0,0,0,0,0,0,1,0,0,0,0,0,2,17,3,0,0,0,0,0,0,0,0,0,0,Matches,merged_,12
22,David Gil,es ESP,GK,26,,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,4
23,�lvaro Gim�nez,es ESP,FW,29,,3,407,4.5,2,1,3,2,0,0,0,0,1.3,1.3,0.1,1.4,2,9,20,0.44,0.22,0.66,0.44,0.66,0.29,0.02,0.31,0.29,0.31,Matches,merged_,11
24,Ivan Šaponji,rs SRB,FW,22,,3,388,4.3,1,0,1,0,1,1,2,0,2.2,1.4,0,1.4,3,6,12,0.23,0,0.23,0,0,0.5,0,0.5,0.32,0.32,Matches,merged_,9
25,Yann Bodiger,fr FRA,MF,25,,2,251,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,8,5,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,merged_,9
26,Alberto Cifuentes,es ESP,GK,41,,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,merged_,2
27,�lex Mart�n,es ESP,DF,22,,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,2
28,Marc Bar�,es ESP,DF,20,,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,3,0,2,0,0,0,0,0,0.03,0.14,0.17,0.03,0.17,Matches,merged_,1
29,Sergio Gonzále,es ESP,"MF,DF",23,,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,merged_,1
30,Bobby Adekanye,nl NED,"FW,MF",21,,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,0,4,0,0,0,0,0,0.85,0,0.85,0.85,0.85,Matches,merged_,3
31,�lvaro Bastida,es ESP,MF,16,,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
32,Nieto,es ESP,"FW,DF",22,,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,0,0,0,0,0,0,0.57,1.17,1.74,0.57,1.74,Matches,merged_,2
33,Nano,es ESP,FW,25,,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,1
34,Mamady Diarra,ml MLI,FW,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
35,Saturday Erimuya,ng NGA,DF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
36,Juan Flere,ar ARG,GK,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
37,Juanjo Garrancho,es ESP,GK,23,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
38,Kik�,es ESP,DF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
39,Javier Martí,es ESP,DF,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
40,Mamadou Mbaye,sn SEN,DF,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
41,Jean-Pierre Rhyner,ch SUI,DF,24,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,0
42,Squad Total,,,28.8,,418,3420,38,33,16,49,29,4,4,81,3,34.7,31.6,20.4,52,455,854,838,0.87,0.42,1.29,0.76,1.18,0.91,0.54,1.45,0.83,1.37,,merged_,38
43,Opponent Total,,,27.5,,418,3420,38,57,41,98,48,9,10,87,4,55.4,47.6,39.3,86.9,819,1881,1876,1.5,1.08,2.58,1.26,2.34,1.46,1.03,2.49,1.25,2.29,,merged_,38
0,Nolito,es ESP,"MF,FW",33,36,35,2597,28.9,7,5,12,7,0,0,7,0,5.9,5.9,5.1,11,35,126,163,0.24,0.17,0.42,0.24,0.42,0.2,0.18,0.38,0.2,0.38,Matches,merged_,
1,Denis Suáre,es ESP,MF,26,35,34,2852,31.7,0,9,9,0,0,0,10,0,1.1,1.1,5.9,7,82,204,87,0,0.28,0.28,0,0.28,0.03,0.19,0.22,0.03,0.22,Matches,merged_,
2,Iago Aspas,es ESP,FW,32,33,33,2864,31.8,14,13,27,9,5,5,9,0,12.4,8.5,9,17.5,93,144,269,0.44,0.41,0.85,0.28,0.69,0.39,0.28,0.67,0.27,0.55,Matches,merged_,
3,Renato Tapia,pe PER,MF,25,32,32,2701,30,0,1,1,0,0,0,11,0,1,1,1,2,26,120,10,0,0.03,0.03,0,0.03,0.03,0.03,0.07,0.03,0.07,Matches,merged_,
4,Jeison Murillo,co COL,DF,28,31,31,2699,30,2,0,2,2,0,0,11,1,0.8,0.8,0.2,1,4,53,2,0.07,0,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,Matches,merged_,
5,Brais Ménde,es ESP,"MF,FW",23,34,30,2671,29.7,9,0,9,8,1,1,8,0,8.2,7.4,2.3,9.8,37,118,144,0.3,0,0.3,0.27,0.27,0.28,0.08,0.36,0.25,0.33,Matches,merged_,
6,Hugo Mallo,es ESP,DF,29,31,30,2602,28.9,3,1,4,3,0,0,8,0,2.6,2.6,3.1,5.6,55,112,153,0.1,0.03,0.14,0.1,0.14,0.09,0.11,0.19,0.09,0.19,Matches,merged_,
7,Santi Mina,es ESP,FW,24,34,29,2412,26.8,12,3,15,11,1,1,4,0,9.2,8.4,1.9,10.3,17,40,135,0.45,0.11,0.56,0.41,0.52,0.34,0.07,0.41,0.31,0.38,Matches,merged_,
8,Néstor Arauj,mx MEX,DF,28,33,26,2426,27,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.1,26,82,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,merged_,
9,Iván Villa,es ESP,GK,23,21,19,1781,19.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
10,Rubén Blanc,es ESP,GK,25,19,19,1637,18.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
11,Lucas Olaza,uy URU,DF,26,18,18,1615,17.9,0,2,2,0,0,0,4,0,0.4,0.4,2.8,3.2,33,58,64,0,0.11,0.11,0,0.11,0.02,0.16,0.18,0.02,0.18,Matches,merged_,
12,Aarón Mart�,es ESP,DF,23,19,17,1540,17.1,0,3,3,0,0,0,1,0,0.2,0.2,0.8,1,32,42,86,0,0.18,0.18,0,0.18,0.01,0.05,0.06,0.01,0.06,Matches,merged_,
13,Joseph Aidoo,gh GHA,DF,24,25,14,1289,14.3,0,0,0,0,0,0,3,0,0.8,0.8,0.3,1.1,11,43,1,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,merged_,
14,Fran Beltrá,es ESP,"MF,FW",21,32,13,1399,15.5,3,0,3,3,0,0,3,0,1.2,1.2,0.3,1.4,8,55,21,0.19,0,0.19,0.19,0.19,0.08,0.02,0.09,0.08,0.09,Matches,merged_,
15,José Font�,es ESP,DF,20,14,7,652,7.2,0,0,0,0,0,0,3,1,0.7,0.7,0,0.7,12,27,11,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,merged_,
16,Emre Mor,tr TUR,"FW,MF",23,11,6,500,5.6,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.7,9,7,21,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches,merged_,
17,Kevin Vázque,es ESP,DF,27,8,5,562,6.2,0,0,0,0,0,0,3,0,0,0,0,0,3,12,22,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
18,Miguel Baeza,es ESP,"MF,FW",20,22,4,543,6,1,0,1,1,0,0,0,0,1.6,1.6,0.7,2.3,9,15,26,0.17,0,0.17,0.17,0.17,0.26,0.12,0.38,0.26,0.38,Matches,merged_,
19,Carlos Dominguez,es ESP,DF,19,4,4,360,4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,7,0,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,merged_,
20,Augusto Solari,ar ARG,MF,28,16,3,486,5.4,2,2,4,2,0,0,2,0,1.1,1.1,1.8,2.9,6,15,29,0.37,0.37,0.74,0.37,0.74,0.2,0.34,0.54,0.2,0.54,Matches,merged_,
21,Okay Yokuşl,tr TUR,MF,26,12,3,462,5.1,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,7,14,6,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14,Matches,merged_,
22,Sergio Carreira,es ESP,DF,19,3,3,259,2.9,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,0,6,14,0.35,0,0.35,0.35,0.35,0.27,0.04,0.31,0.27,0.31,Matches,merged_,
23,Facundo Ferreyra,ar ARG,FW,29,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0,1.5,1,2,10,0.3,0,0.3,0.3,0.3,0.46,0,0.46,0.46,0.46,Matches,merged_,
24,Gabriel Veiga,es ESP,"MF,DF",18,6,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,merged_,
25,Jordan Holsgrove,sct SCO,MF,20,5,0,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,4,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches,merged_,
26,Alfon,es ESP,MF,21,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5,0,0,0,0,0,0.17,0.18,0.35,0.17,0.35,Matches,merged_,
27,Miguel Rodrígue,es ESP,"FW,DF",17,4,0,30,0.3,0,0,0,0,0,0,2,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
28,Lauti,uy URU,MF,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
29,Hugo Sotelo,es ESP,MF,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,
30,David Junc�,es ESP,DF,26,0,0,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,Matches,merged_,
31,Gael Alonso,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
32,Raúl Blanc,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
33,David Costas,es ESP,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
34,Iago Domíngue,es ESP,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
35,�lvaro Fern�ndez,es ESP,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
36,Diego Pampí,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
37,Jorge Sáen,es ESP,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
38,Patrick Sequeira,cr CRC,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
39,�lvaro Vadillo,es ESP,"FW,MF",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
40,Squad Total,,,26.6,38,418,3420,38,55,39,94,48,7,7,109,5,50.4,44.9,36.7,81.6,514,1308,1299,1.45,1.03,2.47,1.26,2.29,1.33,0.97,2.29,1.18,2.15,,merged_,
41,Opponent Total,,,27.4,38,418,3420,38,56,37,93,49,7,8,102,6,51,45,35.7,80.7,578,1249,1231,1.47,0.97,2.45,1.29,2.26,1.34,0.94,2.28,1.18,2.12,,merged_,
0,Kik�,es ESP,FW,30,,36,3087,34.3,12,2,14,12,0,0,4,1,10.8,10.8,2.1,12.9,36,53,247,0.35,0.06,0.41,0.35,0.41,0.31,0.06,0.38,0.31,0.38,Matches,merged_,37
1,Marko Dmitrovi�,rs SRB,GK,28,,35,3120,34.7,1,0,1,0,1,2,0,0,1.6,0,0.7,0.7,0,3,0,0.03,0,0.03,0,0,0.05,0.02,0.07,0,0.02,Matches,merged_,35
2,Anaitz Arbilla,es ESP,DF,33,,30,2807,31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37,173,19,0,0.03,0.03,0,0.03,0.06,0.03,0.09,0.06,0.09,Matches,merged_,34
3,Paulo Oliveira,pt POR,DF,28,,29,2641,29.3,0,1,1,0,0,0,4,0,0.9,0.9,0.8,1.6,6,80,3,0,0.03,0.03,0,0.03,0.03,0.03,0.05,0.03,0.05,Matches,merged_,31
4,Papakouli Diop,sn SEN,MF,34,,28,2324,25.8,1,1,2,1,0,0,9,2,1.7,1.6,0.8,2.4,12,98,21,0.04,0.04,0.08,0.04,0.08,0.06,0.03,0.09,0.06,0.09,Matches,merged_,33
5,Edu Expósit,es ESP,MF,23,,27,2455,27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45,169,81,0,0.11,0.11,0,0.11,0.12,0.13,0.25,0.06,0.19,Matches,merged_,31
6,Bryan Gil,es ESP,"MF,FW",19,,26,2265,25.2,4,3,7,4,0,0,6,0,3.6,3.4,5,8.4,123,79,217,0.16,0.12,0.28,0.16,0.28,0.14,0.2,0.34,0.13,0.33,Matches,merged_,28
7,Alejandro Pozo Pozo,es ESP,"DF,MF",21,,24,2190,24.3,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,37,75,80,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,Matches,merged_,30
8,Takashi Inui,jp JPN,"MF,FW",32,,22,1819,20.2,1,0,1,1,0,0,0,0,2.4,2.4,1.7,4.2,59,55,119,0.05,0,0.05,0.05,0.05,0.12,0.09,0.21,0.12,0.21,Matches,merged_,28
9,Pedro Bigas,es ESP,DF,29,,19,1529,17,0,0,0,0,0,0,1,0,0.9,0.9,0,0.9,9,42,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,merged_,21
10,Sergio Álvare,es ESP,"MF,DF",28,,17,1568,17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9,49,15,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,merged_,27
11,Sergi Enrich,es ESP,FW,30,,13,1404,15.6,3,0,3,3,0,1,1,0,7.8,7,0.8,7.9,14,40,91,0.19,0,0.19,0.19,0.19,0.5,0.05,0.55,0.45,0.5,Matches,merged_,27
12,Rober Correa,es ESP,DF,27,,13,1136,12.6,0,2,2,0,0,0,3,0,0.3,0.3,1.9,2.1,15,41,26,0,0.16,0.16,0,0.16,0.02,0.15,0.17,0.02,0.17,Matches,merged_,15
13,Yoshinori Mut�,jp JPN,"FW,MF",28,,13,1122,12.5,1,1,2,1,0,0,1,0,2.5,2.5,1.3,3.8,14,21,71,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.31,0.2,0.31,Matches,merged_,26
14,Rafa Soares,pt POR,DF,25,,12,1134,12.6,0,1,1,0,0,0,2,0,0.1,0.1,1.8,1.9,17,58,41,0,0.08,0.08,0,0.08,0.01,0.15,0.15,0.01,0.15,Matches,merged_,19
15,Esteban Burgos,ar ARG,DF,28,,12,1111,12.3,3,1,4,1,2,3,5,0,3.3,1,0.8,1.8,4,25,0,0.24,0.08,0.32,0.08,0.16,0.27,0.07,0.34,0.08,0.15,Matches,merged_,14
16,Kévin Rodrigue,pt POR,"DF,MF",26,,11,1095,12.2,1,1,2,1,0,0,1,0,0.8,0.8,0.5,1.3,14,40,56,0.08,0.08,0.16,0.08,0.16,0.06,0.04,0.11,0.06,0.11,Matches,merged_,22
17,José Áng,es ESP,DF,30,,11,901,10,0,0,0,0,0,0,3,0,0,0,1,1.1,14,55,24,0,0,0,0,0,0,0.1,0.11,0,0.11,Matches,merged_,14
18,Pedro Leó,es ESP,"MF,FW",33,,10,935,10.4,1,2,3,1,0,0,2,0,1.3,1.3,2.6,3.9,16,19,72,0.1,0.19,0.29,0.1,0.29,0.12,0.25,0.37,0.12,0.37,Matches,merged_,24
19,Miguel Atienza,es ESP,MF,21,,9,838,9.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,31,10,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,Matches,merged_,12
20,Recio,es ESP,MF,29,,8,734,8.2,1,0,1,0,1,1,5,0,1.3,0.6,0.9,1.5,14,40,25,0.12,0,0.12,0,0,0.17,0.11,0.28,0.07,0.18,Matches,merged_,17
21,Aleix Garcí,es ESP,MF,23,,5,437,4.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1,4,26,8,0,0.21,0.21,0,0.21,0.02,0.18,0.21,0.02,0.21,Matches,merged_,11
22,Yoel,es ESP,GK,31,,3,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,merged_,4
23,Damian Kądzio,pl POL,"FW,MF",28,,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,6,16,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,Matches,merged_,6
24,�lvaro Tejero,es ESP,DF,24,,1,110,1.2,0,0,0,0,0,0,1,0,0,0,0.2,0.2,2,10,15,0,0,0,0,0,0.03,0.15,0.19,0.03,0.19,Matches,merged_,2
