Unnamed: 0,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Playing Time_MP
38,Squad Total,,,27.7,,418,3420.0,38.0,36.0,27.0,63.0,32.0,4.0,5.0,120.0,5.0,35.2,31.1,26.5,57.7,476.0,948.0,935.0,0.95,0.71,1.66,0.84,1.55,0.93,0.7,1.62,0.82,1.52,,Mallorca,38.0
39,Opponent Total,,,27.4,,418,3420.0,38.0,43.0,31.0,74.0,37.0,6.0,7.0,94.0,4.0,46.4,41.0,31.8,72.8,795.0,1706.0,1695.0,1.13,0.82,1.95,0.97,1.79,1.22,0.84,2.06,1.08,1.92,,Mallorca,38.0
0,Iñaki Williams,gh GHA,FW,28.0,36.0,34,2836.0,31.5,10.0,3.0,13.0,9.0,1.0,2.0,2.0,0.0,10.7,9.1,4.8,13.9,127.0,61.0,341.0,0.32,0.1,0.41,0.29,0.38,0.34,0.15,0.49,0.29,0.44,Matches,merged_,
1,Óscar de Marcos,es ESP,DF,33.0,37.0,32,2819.0,31.3,1.0,6.0,7.0,1.0,0.0,0.0,7.0,0.0,0.4,0.4,3.5,4.0,76.0,204.0,153.0,0.03,0.19,0.22,0.03,0.22,0.01,0.11,0.13,0.01,0.13,Matches,merged_,
2,Nico Williams,es ESP,FW,20.0,36.0,32,2656.0,29.5,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,4.9,4.9,6.4,11.3,174.0,80.0,321.0,0.2,0.14,0.34,0.2,0.34,0.17,0.22,0.38,0.17,0.38,Matches,merged_,
3,Oihan Sancet,es ESP,MF,22.0,36.0,32,2532.0,28.1,10.0,2.0,12.0,8.0,2.0,2.0,6.0,1.0,7.6,6.0,4.2,10.2,91.0,159.0,156.0,0.36,0.07,0.43,0.28,0.36,0.27,0.15,0.42,0.21,0.36,Matches,merged_,
4,Unai Simón,es ESP,GK,25.0,31.0,31,2745.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
5,Mikel Vesga,es ESP,MF,29.0,36.0,28,2575.0,28.6,3.0,3.0,6.0,1.0,2.0,3.0,5.0,0.0,3.9,1.5,1.5,3.0,26.0,199.0,31.0,0.1,0.1,0.21,0.03,0.14,0.14,0.05,0.19,0.05,0.11,Matches,merged_,
6,Yuri Berchiche,es ESP,DF,32.0,29.0,27,2406.0,26.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,1.3,1.3,1.4,2.7,59.0,179.0,95.0,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.1,0.05,0.1,Matches,merged_,
7,Yeray Álvarez,es ESP,DF,27.0,28.0,27,2332.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.8,0.8,1.1,1.9,32.0,152.0,8.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,Matches,merged_,
8,Daniel Vivian,es ESP,DF,23.0,29.0,26,2376.0,26.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.2,1.2,0.7,2.0,25.0,124.0,5.0,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.07,0.05,0.07,Matches,merged_,
9,Álex Berenguer,es ESP,FW,27.0,37.0,26,2297.0,25.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,4.6,9.0,73.0,77.0,249.0,0.16,0.04,0.2,0.16,0.2,0.17,0.18,0.35,0.17,0.35,Matches,merged_,
10,Iker Muniain,es ESP,"MF,FW",29.0,30.0,19,1689.0,18.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.9,6.9,50.0,154.0,103.0,0.0,0.16,0.16,0.0,0.16,0.16,0.21,0.37,0.16,0.37,Matches,merged_,
11,Dani García,es ESP,MF,32.0,25.0,18,1485.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.4,1.4,0.7,2.1,6.0,73.0,8.0,0.0,0.12,0.12,0.0,0.12,0.09,0.04,0.13,0.09,0.13,Matches,merged_,
12,Gorka Guruzeta,es ESP,FW,25.0,30.0,17,1421.0,15.8,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,6.1,6.1,1.0,7.1,15.0,37.0,93.0,0.38,0.06,0.44,0.38,0.44,0.39,0.06,0.45,0.39,0.45,Matches,merged_,
13,Iñigo Martínez,es ESP,DF,31.0,15.0,15,1338.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,11.0,60.0,4.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,Matches,merged_,
14,Iñigo Lekue,es ESP,DF,29.0,20.0,14,1321.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,42.0,64.0,59.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.06,0.02,0.06,Matches,merged_,
15,Aitor Paredes,es ESP,DF,22.0,16.0,9,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.9,4.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,merged_,
16,Ander Herrera,es ESP,MF,32.0,17.0,9,697.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.9,1.4,8.0,40.0,14.0,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18,Matches,merged_,
17,Julen Agirrezabala,es ESP,GK,21.0,8.0,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
18,Raúl García,es ESP,"FW,MF",36.0,35.0,6,967.0,10.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,5.2,5.2,1.1,6.3,12.0,38.0,62.0,0.19,0.28,0.47,0.19,0.47,0.48,0.1,0.59,0.48,0.59,Matches,merged_,
19,Oier Zarraga,es ESP,MF,23.0,26.0,6,852.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.1,2.4,12.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.25,0.13,0.25,Matches,merged_,
20,Mikel Balenziaga,es ESP,DF,34.0,3.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,merged_,
21,Ander Capa,es ESP,DF,30.0,7.0,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,merged_,
22,Asier Villalibre,es ESP,FW,24.0,5.0,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.47,0.29,0.47,Matches,merged_,
23,Unai Vencedor Paris,es ESP,MF,21.0,10.0,0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.28,0.22,0.28,Matches,merged_,
24,Adu Ares,es ESP,"FW,MF",20.0,8.0,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches,merged_,
25,Jon Morcillo,es ESP,"FW,MF",23.0,10.0,0,76.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,6.0,2.0,15.0,0.0,1.18,1.18,0.0,1.18,0.2,0.42,0.62,0.2,0.62,Matches,merged_,
26,Junior Bita,gq EQG,MF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
27,Unai Gómez,es ESP,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
28,Iru,es ESP,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
29,Peru Nolaskoain,es ESP,"DF,MF",23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
30,Squad Total,,,27.4,38.0,418,3420.0,38.0,46.0,33.0,79.0,41.0,5.0,7.0,81.0,5.0,54.2,48.7,38.9,87.6,864.0,1816.0,1801.0,1.21,0.87,2.08,1.08,1.95,1.43,1.02,2.45,1.28,2.31,,merged_,
31,Opponent Total,,,27.3,38.0,418,3420.0,38.0,40.0,28.0,68.0,37.0,3.0,3.0,97.0,3.0,36.9,34.5,26.9,61.4,549.0,1212.0,1202.0,1.05,0.74,1.79,0.97,1.71,0.97,0.71,1.68,0.91,1.62,,merged_,
0,Fernando,es ESP,GK,32.0,37.0,37,3285.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
1,Rodrigo Ely,br BRA,DF,28.0,36.0,36,3155.0,35.1,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.8,1.8,6.0,52.0,4.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,Matches,merged_,
2,Lucas Robertone,ar ARG,MF,25.0,37.0,34,2843.0,31.6,2.0,7.0,9.0,2.0,0.0,0.0,7.0,0.0,2.6,2.6,6.6,9.2,47.0,155.0,97.0,0.06,0.22,0.28,0.06,0.28,0.08,0.21,0.29,0.08,0.29,Matches,merged_,
3,Srđan Babić,rs SRB,DF,26.0,34.0,33,2998.0,33.3,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.2,1.2,0.3,1.5,21.0,63.0,5.0,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,Matches,merged_,
4,Sergio Akieme,es ESP,DF,24.0,29.0,27,2297.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,2.0,3.5,60.0,58.0,84.0,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,Matches,merged_,
5,Gonzalo Melero,es ESP,MF,28.0,27.0,24,1855.0,20.6,4.0,3.0,7.0,3.0,1.0,1.0,5.0,0.0,3.0,2.3,1.8,4.0,31.0,97.0,37.0,0.19,0.15,0.34,0.15,0.29,0.15,0.08,0.23,0.11,0.19,Matches,merged_,
6,Léo Baptistão,br BRA,"FW,MF",29.0,28.0,24,1726.0,19.2,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,4.9,4.9,1.2,6.2,38.0,51.0,83.0,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Matches,merged_,
7,Samu Costa,pt POR,MF,21.0,32.0,22,1989.0,22.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,1.0,2.7,9.0,91.0,24.0,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,0.08,0.12,Matches,merged_,
8,Alejandro Pozo Pozo,es ESP,DF,23.0,30.0,20,1880.0,20.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,3.6,4.2,44.0,64.0,90.0,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.2,0.03,0.2,Matches,merged_,
9,César de la Hoz,es ESP,MF,30.0,25.0,18,1673.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.9,1.3,3.0,49.0,6.0,0.05,0.0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,Matches,merged_,
10,Luis Javier Suárez,co COL,FW,24.0,21.0,18,1490.0,16.6,4.0,4.0,8.0,4.0,0.0,0.0,4.0,1.0,4.4,4.4,2.1,6.5,29.0,26.0,87.0,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.39,0.26,0.39,Matches,merged_,
11,Adri Embarba,es ESP,"FW,MF",30.0,29.0,18,1472.0,16.4,4.0,3.0,7.0,3.0,1.0,1.0,5.0,1.0,3.8,3.1,3.4,6.4,62.0,47.0,115.0,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39,Matches,merged_,
12,Chumi,es ESP,DF,23.0,21.0,15,1489.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.4,0.4,0.1,0.5,13.0,32.0,10.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.03,0.02,0.03,Matches,merged_,
13,El Bilal Touré,ml MLI,FW,20.0,21.0,15,1264.0,14.0,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.3,6.3,1.3,7.6,18.0,14.0,51.0,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,Matches,merged_,
14,Largie Ramazani,be BEL,"FW,MF",21.0,33.0,13,1403.0,15.6,3.0,1.0,4.0,3.0,0.0,1.0,6.0,0.0,4.2,3.4,1.7,5.1,59.0,30.0,94.0,0.19,0.06,0.26,0.19,0.26,0.27,0.11,0.38,0.22,0.33,Matches,merged_,
15,Álex Centelles,es ESP,DF,24.0,15.0,11,1123.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,1.3,1.7,17.0,35.0,48.0,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,0.03,0.14,Matches,merged_,
16,Houboulang Mendes,gw GNB,DF,24.0,14.0,11,886.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,18.0,18.0,30.0,0.0,0.1,0.1,0.0,0.1,0.0,0.03,0.03,0.0,0.03,Matches,merged_,
17,Íñigo Eguaras,es ESP,MF,30.0,25.0,10,967.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.6,1.7,8.0,61.0,7.0,0.09,0.09,0.19,0.09,0.19,0.1,0.06,0.16,0.1,0.16,Matches,merged_,
18,Arnau Puigmal,es ESP,"MF,FW",21.0,22.0,7,763.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.5,1.7,24.0,16.0,57.0,0.12,0.0,0.12,0.12,0.12,0.13,0.06,0.19,0.13,0.19,Matches,merged_,
19,Lázaro,br BRA,"FW,MF",20.0,19.0,7,716.0,8.0,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.0,4.0,0.8,4.8,23.0,26.0,59.0,0.75,0.0,0.75,0.75,0.75,0.5,0.1,0.6,0.5,0.6,Matches,merged_,
20,Kaiky,br BRA,DF,18.0,13.0,7,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,merged_,
21,Francisco Portillo,es ESP,"MF,FW",32.0,27.0,4,722.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.7,16.0,74.0,37.0,0.25,0.12,0.37,0.25,0.37,0.09,0.13,0.21,0.09,0.21,Matches,merged_,
22,Dyego Sousa,pt POR,FW,32.0,20.0,3,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,2.2,10.0,16.0,39.0,0.0,0.17,0.17,0.0,0.17,0.2,0.17,0.37,0.2,0.37,Matches,merged_,
23,Umar Sadiq,ng NGA,FW,25.0,3.0,3,240.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.6,5.0,2.0,7.0,0.75,0.0,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,Matches,merged_,
24,Fernando Pacheco,es ESP,GK,30.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
25,Diego Mariño,es ESP,GK,32.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,
26,Curro,es ESP,MF,26.0,2.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.44,0.63,0.19,0.63,Matches,merged_,
27,José Carlos Lazo,es ESP,"MF,FW",26.0,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,merged_,
28,Marko Milovanović,rs SRB,FW,18.0,2.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,merged_,
29,Arvin Appiah,eng ENG,"FW,MF",21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
30,Diego Fuoli,es ESP,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
31,Gui Guedes,pt POR,MF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
32,Marcos Peña,es ESP,MF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
33,Carlos Rojas,es ESP,FW,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
34,Martin Šviderský,sk SVK,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
35,Marciano Tchami,gw GNB,FW,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,merged_,
36,Squad Total,,,26.4,38.0,418,3420.0,38.0,49.0,33.0,82.0,47.0,2.0,3.0,98.0,4.0,45.5,43.2,32.5,75.6,569.0,1090.0,1080.0,1.29,0.87,2.16,1.24,2.11,1.2,0.85,2.05,1.14,1.99,,merged_,
37,Opponent Total,,,27.6,38.0,418,3420.0,38.0,64.0,49.0,113.0,60.0,4.0,6.0,93.0,5.0,62.5,57.8,49.5,107.4,860.0,1706.0,1691.0,1.68,1.29,2.97,1.58,2.87,1.65,1.3,2.95,1.52,2.83,,merged_,
0,Nahuel Molina,ar ARG,DF,24.0,,33,2867.0,31.9,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.6,2.6,3.9,6.5,73.0,112.0,249.0,0.13,0.06,0.19,0.13,0.19,0.08,0.12,0.2,0.08,0.2,Matches,merged_,33.0
1,Antoine Griezmann,fr FRA,"FW,MF",31.0,,31,2859.0,31.8,15.0,16.0,31.0,15.0,0.0,0.0,2.0,0.0,12.3,12.3,13.8,26.1,99.0,171.0,202.0,0.47,0.5,0.98,0.47,0.98,0.39,0.44,0.82,0.39,0.82,Matches,merged_,38.0
2,Koke,es ESP,MF,30.0,,30,2545.0,28.3,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.7,2.4,15.0,175.0,37.0,0.0,0.11,0.11,0.0,0.11,0.03,0.06,0.09,0.03,0.09,Matches,merged_,33.0
3,Jan Oblak,si SVN,GK,29.0,,28,2492.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,28.0
4,José María Giménez,uy URU,DF,27.0,,26,2423.0,26.9,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,2.0,2.0,0.6,2.6,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1,Matches,merged_,28.0
5,Yannick Carrasco,be BEL,"DF,MF",28.0,,26,2317.0,25.7,7.0,3.0,10.0,6.0,1.0,1.0,2.0,0.0,8.0,7.2,4.1,11.2,146.0,84.0,264.0,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,Matches,merged_,35.0
6,Axel Witsel,be BEL,"DF,MF",33.0,,25,2258.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.6,1.2,6.0,82.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches,merged_,33.0
7,Mario Hermoso,es ESP,DF,27.0,,24,2110.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,7.0,2.0,2.1,2.1,1.4,3.5,23.0,115.0,17.0,0.13,0.09,0.21,0.13,0.21,0.09,0.06,0.15,0.09,0.15,Matches,merged_,26.0
8,Rodrigo De Paul,ar ARG,MF,28.0,,24,1923.0,21.4,2.0,7.0,9.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,5.5,7.1,55.0,182.0,68.0,0.09,0.33,0.42,0.09,0.42,0.07,0.26,0.33,0.07,0.33,Matches,merged_,30.0
9,Álvaro Morata,es ESP,FW,29.0,,23,1900.0,21.1,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,11.9,11.9,2.0,13.8,33.0,17.0,102.0,0.62,0.09,0.71,0.62,0.71,0.56,0.09,0.66,0.56,0.66,Matches,merged_,36.0
10,Stefan Savić,me MNE,DF,31.0,,22,1943.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,merged_,22.0
11,Reinildo Mandava,mz MOZ,DF,28.0,,22,1857.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.5,0.9,28.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,merged_,22.0
12,Marcos Llorente,es ESP,"MF,DF",27.0,,21,1703.0,18.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,3.6,5.7,64.0,88.0,139.0,0.05,0.11,0.16,0.05,0.16,0.11,0.19,0.3,0.11,0.3,Matches,merged_,22.0
13,Thomas Lemar,fr FRA,MF,26.0,,17,1252.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.9,2.9,36.0,80.0,79.0,0.07,0.22,0.29,0.07,0.29,0.07,0.14,0.21,0.07,0.21,Matches,merged_,27.0
14,Ángel Correa,ar ARG,"FW,MF",27.0,,13,1455.0,16.2,9.0,1.0,10.0,9.0,0.0,0.0,3.0,1.0,7.1,7.1,3.5,10.7,44.0,58.0,142.0,0.56,0.06,0.62,0.56,0.62,0.44,0.22,0.66,0.44,0.66,Matches,merged_,35.0
15,Saúl Ñíguez,es ESP,"MF,DF",27.0,,11,1100.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.4,2.4,0.7,3.0,12.0,34.0,47.0,0.25,0.08,0.33,0.25,0.33,0.2,0.05,0.25,0.2,0.25,Matches,merged_,31.0
16,Geoffrey Kondogbia,cf CTA,MF,29.0,,10,1006.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.9,1.6,6.0,42.0,5.0,0.0,0.18,0.18,0.0,0.18,0.07,0.08,0.14,0.07,0.14,Matches,merged_,20.0
17,Ivo Grbić,hr CRO,GK,26.0,,10,922.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,12.0
18,João Félix,pt POR,"FW,MF",22.0,,7,650.0,7.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,1.4,4.0,17.0,27.0,42.0,0.55,0.42,0.97,0.55,0.97,0.36,0.2,0.56,0.36,0.56,Matches,merged_,14.0
19,Pablo Barrios,es ESP,MF,19.0,,6,724.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.7,1.2,16.0,51.0,27.0,0.0,0.12,0.12,0.0,0.12,0.07,0.08,0.15,0.07,0.15,Matches,merged_,21.0
20,Memphis,nl NED,FW,28.0,,3,270.0,3.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,0.5,3.4,4.0,8.0,22.0,1.33,0.0,1.33,1.33,1.33,0.99,0.16,1.14,0.99,1.14,Matches,merged_,8.0
21,Matheus Cunha,br BRA,"FW,MF",23.0,,2,377.0,4.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,6.0,7.0,19.0,0.0,0.48,0.48,0.0,0.48,0.34,0.2,0.53,0.34,0.53,Matches,merged_,11.0
22,Sergio Reguilón,es ESP,DF,25.0,,2,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,16.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Matches,merged_,11.0
23,Felipe,br BRA,DF,33.0,,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,merged_,3.0
24,Carlos Martín,es ESP,"FW,MF",20.0,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,merged_,4.0
25,Matt Doherty,ie IRL,DF,30.0,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,merged_,2.0
